NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
8.830000000000000000e+02,3.859000000000000000e+03,4.370328425821064400e+00,1.435434885905961799e+00,1.114053352267436514e+00,6.544195842797704277e-01,7.138494834818577273e-01,1.008432359015765556e+00
3.700000000000000000e+01,9.490000000000000000e+02,2.564864864864864913e+01,1.319764176466199146e+00,1.476637080774112043e+00,8.003685962803016585e-01,1.409111382018778613e+00,1.045248802928126608e+00
9.500000000000000000e+01,1.235000000000000000e+03,1.300000000000000000e+01,1.063606782171407916e+00,9.417815949251615582e-01,5.048642164866032900e-01,1.344155031195170213e+00,5.940391776299666082e-01
5.390000000000000000e+02,3.333000000000000000e+03,6.183673469387755084e+00,8.150650088944415561e-01,9.742639871296824294e-01,1.120551794830589198e+00,9.271175472254192806e-01,7.648831947157263000e-01
3.500000000000000000e+01,5.880000000000000000e+02,1.680000000000000071e+01,1.082345739275893948e+00,5.855200323274772911e-01,7.487616116082050910e-01,1.438616814779633657e+00,1.133208682541060774e+00
1.970000000000000000e+02,1.361000000000000000e+03,6.908629441624365874e+00,6.584596773999460417e-01,5.086516539018370864e-01,8.754018198715290966e-01,8.252059313795601092e-01,1.416696726494630409e+00
6.013000000000000000e+03,1.011300000000000000e+04,1.681855978712788913e+00,5.938704323509546024e-01,1.378372705399844467e+00,1.075208450004458971e+00,6.721340360380954060e-01,5.368286113536021587e-01
2.000000000000000000e+01,6.110000000000000000e+02,3.055000000000000071e+01,7.746091490269418900e-01,5.603384453920751129e-01,6.731535666910934967e-01,1.415546645127979897e+00,6.884315089412554878e-01
1.833000000000000000e+03,5.892000000000000000e+03,3.214402618657937971e+00,5.540707986368182958e-01,9.043340251844069755e-01,1.089738138540207180e+00,7.089091133930107702e-01,9.042079549228732027e-01
5.400000000000000000e+02,3.363000000000000000e+03,6.227777777777777857e+00,1.291685579785149862e+00,1.171504070409278953e+00,6.090926621238031968e-01,8.650798751546953103e-01,7.232433324716107670e-01
4.700000000000000000e+01,1.461000000000000000e+03,3.108510638297872219e+01,1.103964114217916848e+00,1.476857111320423188e+00,1.033940558587594261e+00,1.317920141123487099e+00,6.333826752762665713e-01
3.700000000000000000e+01,9.870000000000000000e+02,2.667567567567567721e+01,1.080052944939907444e+00,1.120572818342843391e+00,6.565414449531551400e-01,1.002911814874599017e+00,1.423083700763412729e+00
5.200000000000000000e+01,9.230000000000000000e+02,1.775000000000000000e+01,1.486848188809970051e+00,6.940019753533761548e-01,8.621359603900884405e-01,1.242084572858853431e+00,1.393383626406729636e+00
3.030000000000000000e+02,2.263000000000000000e+03,7.468646864686468767e+00,1.254574367729271778e+00,8.035808121995385855e-01,1.223561435696511213e+00,1.049872943477223597e+00,9.170880412344507571e-01
9.300000000000000000e+01,1.687000000000000000e+03,1.813978494623655990e+01,8.949309697673266673e-01,8.963476880831409144e-01,1.229300558976435198e+00,1.176768846477425523e+00,1.010175429872681052e+00
1.227000000000000000e+03,4.938000000000000000e+03,4.024449877750611471e+00,1.074948779432317814e+00,9.912055778627479885e-01,1.015689391601817704e+00,8.057312990953070519e-01,6.848311512831103398e-01
9.800000000000000000e+01,1.145000000000000000e+03,1.168367346938775597e+01,9.045158756108591103e-01,1.496473168305585855e+00,1.151388218300484434e+00,1.257881643782286174e+00,1.302473873318983344e+00
2.400000000000000000e+01,5.900000000000000000e+02,2.458333333333333215e+01,1.220333650054060914e+00,5.885793521425107810e-01,5.314236605023198168e-01,1.294275725357266538e+00,1.316112514603347883e+00
7.480000000000000000e+02,2.923000000000000000e+03,3.907754010695187130e+00,7.459461817170925935e-01,1.459224052245845060e+00,7.487204558243670816e-01,7.382394229685720344e-01,9.490771774889161794e-01
2.575000000000000000e+03,6.591000000000000000e+03,2.559611650485436929e+00,1.392607619889484560e+00,1.311883831051025240e+00,7.784615508469937550e-01,8.140053635227221251e-01,5.702651287510409617e-01
2.450000000000000000e+02,1.913000000000000000e+03,7.808163265306122369e+00,1.477625633954825268e+00,9.096831399789332417e-01,5.175503397578958831e-01,7.455821486599987225e-01,1.218373328398660416e+00
2.089000000000000000e+03,6.785000000000000000e+03,3.247965533748204958e+00,1.201373360743219987e+00,9.550205336040111792e-01,9.049996660208708965e-01,7.184435287759491917e-01,5.705039070446679128e-01
1.109000000000000000e+03,4.119000000000000000e+03,3.714156898106402149e+00,7.177299798626781691e-01,6.098760119577558703e-01,8.088285874169501843e-01,5.531769348440789269e-01,1.074396583957658802e+00
9.200000000000000000e+01,1.274000000000000000e+03,1.384782608695652151e+01,1.136460337879373839e+00,6.451553313877862461e-01,1.092389743674242908e+00,1.107835983466364471e+00,1.467762015910321960e+00
1.540000000000000000e+02,1.633000000000000000e+03,1.060389610389610304e+01,8.626353703969094067e-01,1.340807013302605988e+00,5.558343558240883553e-01,7.730120394047769183e-01,9.264918269017411445e-01
8.169000000000000000e+03,1.141500000000000000e+04,1.397355857510099053e+00,9.293806505787000072e-01,1.364114044563370598e+00,1.120035193518685634e+00,6.481703905206430694e-01,1.093821062338649952e+00
5.650000000000000000e+02,2.655000000000000000e+03,4.699115044247787587e+00,6.080129243290316454e-01,1.269939528573039489e+00,1.191283899874892915e+00,1.029112251475371220e+00,1.195189703238720869e+00
1.290000000000000000e+02,1.598000000000000000e+03,1.238759689922480689e+01,8.939617413170863891e-01,1.426176587875626733e+00,1.161365348868554470e+00,1.216301406896981741e+00,5.730849343199103663e-01
3.590000000000000000e+02,2.125000000000000000e+03,5.919220055710306738e+00,6.902485846612191889e-01,6.715641093327086031e-01,7.228865945232050283e-01,6.640424430971993974e-01,8.915356840021378959e-01
8.900000000000000000e+01,1.228000000000000000e+03,1.379775280898876488e+01,9.991564717943141050e-01,6.280478268302954747e-01,9.128625259752952692e-01,1.028018305072375016e+00,1.029501821340554679e+00
3.450000000000000000e+02,2.032000000000000000e+03,5.889855072463768160e+00,1.423039932774517791e+00,1.303819353275747606e+00,7.119307658916784742e-01,8.707127920695121315e-01,1.224010093123262477e+00
1.370000000000000000e+02,1.518000000000000000e+03,1.108029197080291972e+01,7.706355403753631927e-01,1.191310566248220404e+00,1.105743370542446868e+00,1.125359395180473232e+00,1.377511576317004716e+00
3.080000000000000000e+02,2.490000000000000000e+03,8.084415584415584277e+00,1.388953894094131281e+00,1.076214102529076788e+00,7.164567698179967747e-01,7.928681939539792278e-01,1.279865944875170580e+00
3.000000000000000000e+01,5.730000000000000000e+02,1.910000000000000142e+01,7.667049218827208801e-01,1.370003404258881341e+00,7.838546132714786507e-01,1.396486342307213580e+00,1.414400574757827656e+00
3.970000000000000000e+03,8.813000000000000000e+03,2.219899244332493637e+00,1.061816810502374420e+00,1.245760746268565811e+00,9.498123257199413416e-01,6.079603498673197270e-01,1.405728668119496927e+00
7.631000000000000000e+03,1.102200000000000000e+04,1.444371641986633481e+00,1.351575401339508709e+00,1.484720065346907258e+00,1.247207798487562913e+00,7.465632115983091843e-01,1.155358809572444301e+00
7.300000000000000000e+01,1.006000000000000000e+03,1.378082191780821830e+01,5.415431948488227398e-01,1.148140637857478108e+00,7.576904603592007348e-01,9.623159908906243620e-01,1.302339353062987648e+00
2.960000000000000000e+02,2.058000000000000000e+03,6.952702702702702631e+00,8.059489302126437993e-01,1.239158980002766253e+00,7.011285844261283540e-01,7.309917365103533182e-01,1.161656069387584811e+00
1.800000000000000000e+01,5.300000000000000000e+02,2.944444444444444287e+01,9.785140654308345232e-01,1.184811669889928032e+00,5.305713024487148655e-01,1.490471994071647988e+00,1.196591575038974842e+00
6.500000000000000000e+01,8.300000000000000000e+02,1.276923076923077005e+01,6.827907804720085849e-01,9.805810729578982032e-01,6.718246852463957142e-01,1.003975885182885497e+00,1.149160341233534499e+00
7.900000000000000000e+01,1.381000000000000000e+03,1.748101265822784711e+01,7.445474306380149843e-01,1.178787062130933538e+00,1.060696346380151756e+00,1.116911260994735811e+00,1.424978843455652067e+00
3.400000000000000000e+01,9.470000000000000000e+02,2.785294117647058698e+01,1.252518147611428212e+00,7.490652282269031348e-01,1.108030603337175624e+00,1.313993091080583264e+00,1.074339510178182078e+00
7.490000000000000000e+03,1.124200000000000000e+04,1.500934579439252348e+00,9.873907572970899160e-01,1.175524769059231645e+00,9.615795173725704137e-01,5.817669139892421848e-01,6.081473633100697995e-01
1.392000000000000000e+03,4.245000000000000000e+03,3.049568965517241548e+00,1.476045355935642789e+00,7.225705591945740247e-01,7.179794196660416183e-01,5.718117154342235997e-01,1.352313091192828498e+00
1.860000000000000000e+02,1.949000000000000000e+03,1.047849462365591400e+01,9.623378446306652956e-01,9.929072371196213664e-01,5.432823925921171915e-01,9.294636475522352059e-01,5.713582347869328171e-01
5.600000000000000000e+01,8.250000000000000000e+02,1.473214285714285765e+01,7.271437512277530990e-01,1.247022921082057145e+00,7.118533041181565046e-01,1.254090319487010996e+00,7.160984392510081342e-01
1.200000000000000000e+02,1.819000000000000000e+03,1.515833333333333321e+01,1.278135464141985977e+00,1.220831233179919817e+00,1.241328947802591953e+00,1.175939968207267539e+00,1.105722611235569586e+00
1.218000000000000000e+03,4.390000000000000000e+03,3.604269293924466488e+00,8.516671100189271426e-01,8.115995258685363423e-01,1.034408586056875023e+00,7.445477048321781366e-01,1.204911690712776373e+00
2.275000000000000000e+03,5.908000000000000000e+03,2.596923076923077112e+00,9.922567979541273564e-01,6.889033720829533802e-01,7.349677230542153161e-01,5.045378272834326605e-01,8.436930746389996738e-01
4.319000000000000000e+03,9.802000000000000000e+03,2.269506830284788279e+00,1.137851334933437597e+00,6.914634268213331048e-01,1.117069757435047439e+00,5.636751025652889657e-01,1.375142794032661930e+00
3.700000000000000000e+01,8.890000000000000000e+02,2.402702702702702808e+01,1.417666282477088480e+00,7.873368739135350181e-01,1.035293599129861519e+00,1.431214702652081616e+00,1.251186979867586757e+00
2.552000000000000000e+03,6.453000000000000000e+03,2.528605015673980994e+00,1.413803532580118594e+00,6.311331857173250182e-01,8.324814513791360948e-01,6.499760090427207926e-01,5.687161100140920578e-01
2.980000000000000000e+02,1.880000000000000000e+03,6.308724832214765321e+00,1.322015203208021017e+00,1.331123014058442910e+00,8.774338884086165802e-01,1.156596003884462043e+00,7.471145247194355132e-01
5.800000000000000000e+01,1.202000000000000000e+03,2.072413793103448398e+01,1.042404918109561596e+00,9.000465001864002001e-01,1.073232328978861005e+00,1.251230968086440187e+00,6.778742904123750135e-01
3.360000000000000000e+02,2.393000000000000000e+03,7.122023809523809312e+00,8.758282516998185940e-01,1.349924046715290427e+00,1.090186663601556916e+00,1.076348786451587269e+00,6.646945859000290557e-01
4.800000000000000000e+01,9.420000000000000000e+02,1.962500000000000000e+01,8.069830913478789336e-01,1.184125390200767125e+00,1.082622678485222201e+00,1.298996799800650859e+00,1.166381136006930941e+00
2.800000000000000000e+01,8.630000000000000000e+02,3.082142857142857295e+01,1.022572064443927786e+00,1.429042924436688455e+00,6.699224741025238128e-01,1.450899690622643234e+00,8.068434535052438905e-01
3.400000000000000000e+01,9.210000000000000000e+02,2.708823529411764852e+01,7.221636625106885310e-01,1.280556245967959139e+00,1.184041666442523066e+00,1.436040317200021121e+00,6.057948620904641812e-01
2.200000000000000000e+01,5.830000000000000000e+02,2.650000000000000000e+01,1.008080839009731555e+00,9.308950619728716402e-01,5.807599112960587506e-01,1.449632518998594133e+00,1.144538292334406737e+00
5.800000000000000000e+01,1.058000000000000000e+03,1.824137931034482918e+01,1.030711804081263505e+00,6.262164798701287394e-01,5.677497174403139946e-01,1.037889756586738876e+00,8.133632144084350646e-01
3.120000000000000000e+02,1.892000000000000000e+03,6.064102564102563875e+00,1.055912519607237865e+00,1.354252433016569057e+00,1.067603913388667003e+00,1.061106563492595134e+00,1.082326290419807657e+00
2.500000000000000000e+01,7.480000000000000000e+02,2.992000000000000171e+01,1.361939535666101708e+00,6.569082544989938155e-01,9.714069946801591193e-01,1.382023780496698606e+00,1.333905453209017988e+00
5.800000000000000000e+01,1.164000000000000000e+03,2.006896551724138078e+01,1.111173416539888770e+00,1.047832846579922039e+00,1.031414183802902063e+00,1.332078246928738885e+00,7.336909172212271457e-01
5.600000000000000000e+01,1.211000000000000000e+03,2.162500000000000000e+01,6.205290003868320081e-01,1.288930343833843306e+00,1.002687007140320885e+00,1.141286645253416054e+00,1.087910180879887223e+00
3.700000000000000000e+01,7.600000000000000000e+02,2.054054054054054035e+01,1.003905006663808663e+00,8.097499726357648697e-01,1.012625677031891769e+00,1.370910723843523193e+00,1.413883817290625622e+00
4.110000000000000000e+02,3.014000000000000000e+03,7.333333333333333037e+00,1.271499020952019610e+00,9.873689397792286826e-01,1.162925515228084405e+00,1.000588268421137572e+00,9.649940051159980881e-01
2.000000000000000000e+01,5.320000000000000000e+02,2.660000000000000142e+01,9.840741982787006847e-01,1.454295919795917991e+00,5.515143758744068814e-01,1.281352029813167093e+00,1.420762432486055271e+00
5.000000000000000000e+01,1.113000000000000000e+03,2.226000000000000156e+01,1.077011981751434977e+00,1.191607908603947497e+00,6.222665880317894693e-01,1.321451771298794320e+00,6.974200555566434367e-01
7.600000000000000000e+01,1.262000000000000000e+03,1.660526315789473628e+01,1.394077793221597306e+00,5.620771178532840695e-01,1.058872900105923165e+00,1.104056026052024020e+00,1.346740535208815981e+00
2.430000000000000000e+02,1.886000000000000000e+03,7.761316872427983959e+00,1.408576135195151124e+00,1.388203705804789578e+00,5.461347158901359577e-01,9.566102347683199669e-01,1.003105896348538417e+00
1.332700000000000000e+04,1.496900000000000000e+04,1.123208524048923129e+00,8.424893443943634042e-01,1.306910699737105830e+00,1.206861452354383690e+00,5.700248522200174195e-01,6.646784470907005637e-01
1.705000000000000000e+03,5.615000000000000000e+03,3.293255131964809568e+00,1.099181777018037653e+00,5.074247318054868616e-01,1.170997056695514127e+00,6.528650607103081427e-01,1.241040803066491005e+00
8.670000000000000000e+02,4.138000000000000000e+03,4.772779700115340695e+00,1.381326550000061548e+00,1.230447511471123301e+00,1.141348972681655916e+00,9.180320055951927127e-01,1.411230956124370550e+00
6.700000000000000000e+01,1.458000000000000000e+03,2.176119402985074558e+01,1.293898963405301306e+00,1.286216614649358991e+00,5.694933704300828570e-01,1.366073967658253618e+00,6.924804692089767677e-01
7.350000000000000000e+02,4.139000000000000000e+03,5.631292517006802889e+00,9.554591727932800760e-01,8.484362209398049748e-01,1.106588597681653408e+00,8.172093360771334192e-01,1.183922496105857203e+00
1.330300000000000000e+04,1.504100000000000000e+04,1.130647222431030663e+00,8.105724561084268753e-01,1.372822636823443965e+00,1.101917497583746242e+00,5.281807769846457168e-01,7.583548397777326588e-01
7.900000000000000000e+01,9.260000000000000000e+02,1.172151898734177244e+01,9.708017993443935900e-01,6.227140674400168940e-01,1.017654306136576814e+00,1.205761667379695812e+00,1.005070389650332574e+00
5.810000000000000000e+02,2.564000000000000000e+03,4.413080895008605786e+00,8.849856356454883777e-01,1.193573876448706272e+00,5.512703166340956473e-01,5.633051312588932547e-01,1.165407074214689809e+00
1.970000000000000000e+02,1.862000000000000000e+03,9.451776649746193470e+00,1.284590041149352935e+00,1.149594855224726153e+00,9.768954593013512433e-01,1.098848339508677441e+00,8.499317026154958876e-01
6.500000000000000000e+01,1.236000000000000000e+03,1.901538461538461533e+01,1.297886224533773447e+00,1.252857614285221022e+00,9.928920721522507264e-01,1.282512359985845229e+00,9.425865224520681984e-01
